id;fecha_creacion;fecha_emision;name;nasa_jpl_url;absolute_magnitude_h;relative_velocity;miss_distance;estimated_diameter_min_kilometers;estimated_diameter_max_kilometers
2313809;2024-05-19;2024-05-18;313809 (2004 BH41);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2313809;19.32;86386.1361859854;72724832.99765824;0.3635423218;0.8129053443
3261401;2024-05-19;2024-05-18;(2004 VZ);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3261401;24.6;39203.2909795824;28474383.98630201;0.0319561887;0.0714562102
3841884;2024-05-19;2024-05-18;(2019 JD6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3841884;24.88;45560.0698129019;38229014.886042766;0.0280902094;0.0628116177
54016987;2024-05-19;2024-05-18;(2020 JZ);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54016987;22.87;82819.6218603979;42858382.60751521;0.0708851033;0.1585039096
54159392;2024-05-19;2024-05-18;(2021 LO5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54159392;20.67;12352.7604867545;69719156.51555286;0.1952337862;0.4365560173
54356994;2024-05-19;2024-05-18;(2023 HU5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54356994;27.58;18251.9062379792;25521596.380035806;0.0081013049;0.0181150684
54434077;2024-05-19;2024-05-18;(2024 GG5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54434077;23.15;14812.5211335293;49949939.09576384;0.0623096019;0.1393285055
54434349;2024-05-19;2024-05-18;(2024 GE6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54434349;24.57;12074.9478014715;9935035.174873896;0.0324007435;0.0724502651
54439709;2024-05-19;2024-05-18;(2024 JL1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439709;23.064;26405.2705570964;31862549.02623004;0.0648268586;0.1449572625
54439716;2024-05-19;2024-05-18;(2024 JQ1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439716;27.085;10763.4543958213;2173652.174209438;0.0101754817;0.0227530687
54439897;2024-05-19;2024-05-18;(2024 JJ2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439897;23.986;38906.0745628018;16931816.74502399;0.0423989378;0.0948069071
54442148;2024-05-19;2024-05-18;(2024 JH17);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442148;24.903;53252.8003806246;8620822.5992568;0.0277942511;0.0621498348
2523586;2024-05-19;2024-05-19;523586 (1999 LK1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2523586;22.15;62194.3397826286;37197470.821823165;0.0987540639;0.2208207999
3704265;2024-05-19;2024-05-19;(2015 BS4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3704265;21.62;64908.1477095566;37293058.32563198;0.1260535197;0.2818642388
3709135;2024-05-19;2024-05-19;(2015 BF511);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3709135;24.8;26297.1206150842;17436633.889671344;0.0291443905;0.0651688382
3836258;2024-05-19;2024-05-19;(2018 WB);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3836258;23.09;41277.5271053356;43391093.48676681;0.0640552863;0.1432319745
3892190;2024-05-19;2024-05-19;(2019 UD14);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3892190;20.69;46593.2879497055;38475665.04739568;0.193443872;0.4325536477
54139085;2024-05-19;2024-05-19;(2021 HU1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54139085;26.51;52473.9818078298;34753170.998261146;0.0132603497;0.0296510433
54184277;2024-05-19;2024-05-19;(2021 PQ6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54184277;22.95;28003.9214817015;45105914.37797435;0.0683211199;0.1527706684
54213628;2024-05-19;2024-05-19;(2021 UQ4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54213628;24.3;53016.8772900784;53493507.824227616;0.0366906138;0.0820427065
54435731;2024-05-19;2024-05-19;(2024 GQ7);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54435731;23.146;40913.2857680809;8566134.74919174;0.0624244862;0.1395853946
54441088;2024-05-19;2024-05-19;(2024 JK8);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441088;26.783;35350.413049632;2287660.636137503;0.0116937816;0.0261480905
2363267;2024-05-19;2024-05-16;363267 (2002 GS);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2363267;20.02;36975.8097837835;46925559.96275001;0.263363131;0.5888978636
3092231;2024-05-19;2024-05-16;(1999 RP28);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3092231;22.6;18029.0104571614;67239320.92971508;0.0802703167;0.1794898848
3626735;2024-05-19;2024-05-16;(2013 CN118);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3626735;25.47;87547.7669592956;72545099.53433396;0.021406959;0.0478674154
3774091;2024-05-19;2024-05-16;(2017 HP3);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3774091;21.57;56886.3493234416;8950051.832034806;0.1289896833;0.2884297004
3841719;2024-05-19;2024-05-16;(2019 JX1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3841719;29.1;86791.2905273011;53773132.87167848;0.0040230458;0.0089958039
54323522;2024-05-19;2024-05-16;(2022 UO28);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54323522;27.95;94408.4628091364;74645326.60558254;0.006832112;0.0152770668
54420441;2024-05-19;2024-05-16;(2024 AD4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54420441;24.81;52902.7019964436;62837384.546196446;0.0290104841;0.0648694146
54439137;2024-05-19;2024-05-16;(2024 HS2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439137;23.932;27259.6407914702;12979787.443411548;0.0434665305;0.097194117
54441877;2024-05-19;2024-05-16;(2024 JQ16);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441877;26.895;22078.8864686694;2686405.336262422;0.0111059311;0.024833617
54442109;2024-05-19;2024-05-16;(2024 JW16);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442109;20.998;93784.5722974399;12475411.23848602;0.1678629985;0.3753530756
2381677;2024-05-19;2024-05-17;381677 (2009 BJ81);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2381677;18.32;33175.4614887166;18126066.713889148;0.5761757511;1.2883681464
2410777;2024-05-19;2024-05-17;410777 (2009 FD);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2410777;22.18;44069.3728655414;50277013.55074193;0.0973991073;0.217791025
3306404;2024-05-19;2024-05-17;(2005 XN4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3306404;19.89;98837.6852407198;72389638.31045738;0.2796114661;0.6252302454
3564040;2024-05-19;2024-05-17;(2011 HO5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3564040;24.3;23257.3677961149;11627694.114027089;0.0366906138;0.0820427065
3566699;2024-05-19;2024-05-17;(2011 KY15);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3566699;24.42;75094.8457339483;37620663.61369199;0.0347180222;0.0776318577
3603632;2024-05-19;2024-05-17;(2012 JU4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3603632;20.91;31306.1105982207;67759924.0305593;0.1748054532;0.3908768761
3841762;2024-05-19;2024-05-17;(2019 JZ2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3841762;26.85;101119.0881784979;41951297.04475423;0.0113384836;0.0253536201
3956451;2024-05-19;2024-05-17;(2019 YS3);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3956451;24.63;21657.2547048661;29100879.99926488;0.0315177333;0.0704757942
54136472;2024-05-19;2024-05-17;(2021 GS6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54136472;26.72;82909.1898249815;70115021.12756497;0.0120380177;0.0269178258
54248637;2024-05-19;2024-05-17;(2022 DB4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54248637;24.86;11082.1963949659;70750030.71043018;0.0283501249;0.0633928065
54327902;2024-05-19;2024-05-17;(2022 WN2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54327902;28.95;19695.9393033117;5245950.093027422;0.0043107712;0.0096391775
54439326;2024-05-19;2024-05-17;(2024 JK);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439326;23.251;46176.1064532144;17430194.853271443;0.059477811;0.1329964286
54439330;2024-05-19;2024-05-17;(2024 JO);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439330;25.512;25262.4429234296;10554170.060085751;0.0209968902;0.0469504737
54440652;2024-05-19;2024-05-17;(2024 JG6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54440652;26.456;26676.0433797706;4298757.640515187;0.0135942414;0.0303976478
54441085;2024-05-19;2024-05-17;(2024 JG8);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441085;27.314;21833.7970515883;2379394.139780225;0.0091570372;0.0204757576
54442147;2024-05-19;2024-05-17;(2024 JG17);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442147;27.392;28451.4927891611;1830892.113285673;0.0088339508;0.0197533145
54442252;2024-05-19;2024-05-17;(2024 JQ17);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442252;25.823;33367.3684305883;3900623.135142211;0.0181951222;0.0406855301
54442319;2024-05-19;2024-05-17;(2024 JT17);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442319;25.912;27299.5713593754;3676618.68047586;0.0174644526;0.0390517031
3696402;2024-05-19;2024-05-14;(2014 WF6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3696402;24.41;68122.2238716744;2740313.88614329;0.0348782733;0.0779901901
3719475;2024-05-19;2024-05-14;(2015 KJ19);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3719475;22.5;83174.9081464908;6042622.030676432;0.0840533402;0.1879489824
3740497;2024-05-19;2024-05-14;(2016 AH193);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3740497;20.81;132451.4785688608;61891674.24954102;0.1830437804;0.4092983358
54088799;2024-05-19;2024-05-14;(2020 WB);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54088799;27.6;28873.6469307978;71431726.51232901;0.0080270317;0.0179489885
54322868;2024-05-19;2024-05-14;(2022 US21);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54322868;21.83;72457.822234724;67507698.77546552;0.1144339731;0.2558821427
54341464;2024-05-19;2024-05-14;(2023 CD1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54341464;23.75;64414.2254657108;67978860.10939005;0.0472666667;0.1056914799
54439428;2024-05-19;2024-05-14;(2024 HE3);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439428;24.905;14631.8465009933;16951683.147682756;0.0277686634;0.0620926191
54440655;2024-05-19;2024-05-14;(2024 JW6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54440655;26.642;30885.435145327;2176804.231249912;0.0124782872;0.0279022984
54441087;2024-05-19;2024-05-14;(2024 JJ8);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441087;24.433;18566.2438006069;22831292.298884384;0.034510796;0.0771684858
54441868;2024-05-19;2024-05-14;(2024 JD15);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441868;26.849;70188.4212515618;1688035.377624252;0.0113437064;0.0253652986
54441874;2024-05-19;2024-05-14;(2024 JN16);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441874;29.548;33347.7418355905;24977.189490514;0.0032730676;0.0073188017
54442110;2024-05-19;2024-05-14;(2024 JZ16);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442110;23.739;83800.9477945724;10443123.501345605;0.0475067124;0.1062282382
54442508;2024-05-19;2024-05-14;(2024 KA);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442508;25.155;71260.8685349252;5691384.153741258;0.0247488473;0.055340105
2086667;2024-05-19;2024-05-15;86667 (2000 FO10);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2086667;17.54;53153.9768267971;29536783.927670367;0.8251919385;1.845185269
3587874;2024-05-19;2024-05-15;(2011 WC);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3587874;22.7;20937.141534974;39485957.01380627;0.0766575574;0.1714115092
3617959;2024-05-19;2024-05-15;(2012 VJ77);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3617959;23.0;81180.171038484;58799111.130062416;0.0667659413;0.1492931834
3772992;2024-05-19;2024-05-15;(2017 FS101);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3772992;24.09;29562.7670015033;18574073.96268549;0.0404161533;0.0903732663
3791307;2024-05-19;2024-05-15;(2017 UM52);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3791307;29.53;48138.3083620058;55126636.250746414;0.0033003118;0.0073797216
54017120;2024-05-19;2024-05-15;(2020 KP1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54017120;23.1;60524.1145646626;18271826.93477025;0.063760979;0.1425738833
54142835;2024-05-19;2024-05-15;(2021 JJ);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54142835;25.53;20630.1646164441;6423014.378265278;0.0208235599;0.0465628955
54146233;2024-05-19;2024-05-15;(2021 JN10);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54146233;25.17;48305.747420586;5647543.39091352;0.0245784775;0.0549591464
54278663;2024-05-19;2024-05-15;(2022 JG2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54278663;22.15;49754.2106005225;37058494.07147785;0.0987540639;0.2208207999
54392937;2024-05-19;2024-05-15;(2023 TA8);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54392937;21.49;51678.2151216608;61802214.10992976;0.1338304618;0.2992540101
2679756;2024-05-19;2024-05-15;679756 (2020 KP1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2679756;23.14;60524.1148574689;18271826.94973004;0.06259721;0.1399716167
54438663;2024-05-19;2024-05-15;(2024 HA2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54438663;24.374;21560.2321382856;13084439.02232451;0.0354613265;0.0792939365
54441872;2024-05-19;2024-05-15;(2024 JH15);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441872;27.317;50862.5888273334;532310.301035102;0.009144395;0.0204474888
54442111;2024-05-19;2024-05-15;(2024 JY16);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442111;25.028;60501.4265076588;336224.399259631;0.026239465;0.0586732275
54442112;2024-05-19;2024-05-15;(2024 JB17);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442112;22.154;33152.8915450044;20101331.52781168;0.0985723196;0.2204144074
54442250;2024-05-19;2024-05-15;(2024 JP17);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442250;26.755;37507.1830201454;2073018.958642333;0.0118455431;0.0264874396
54442318;2024-05-19;2024-05-15;(2024 JS17);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442318;26.036;40042.7836536305;2956198.003868384;0.0164951009;0.0368841669
2275545;2024-05-19;2024-05-12;275545 (1998 UN1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2275545;18.2;60658.7477181995;57515926.54394352;0.6089126221;1.3615700154
3174187;2024-05-19;2024-05-12;(2004 BT58);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3174187;22.19;64961.5766907038;48321291.1852907;0.0969515991;0.2167903661
3717100;2024-05-19;2024-05-12;(2015 HF11);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3717100;19.35;67618.9829706448;33887405.57893692;0.3585543342;0.8017518649
3973542;2024-05-19;2024-05-12;(2020 AC1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3973542;28.39;18164.5149590046;34053892.988620766;0.0055789822;0.0124749835
54143223;2024-05-19;2024-05-12;(2021 JW);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54143223;27.6;86992.344495625;25661489.55197296;0.0080270317;0.0179489885
54278698;2024-05-19;2024-05-12;(2022 JJ2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54278698;23.65;83424.1516004786;54924451.51308721;0.0494942761;0.1106725658
54317178;2024-05-19;2024-05-12;(2022 TH3);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54317178;22.78;36756.0545694818;28738561.841932632;0.0738847787;0.1652113876
54392414;2024-05-19;2024-05-12;(2023 TH4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54392414;27.03;16822.3025192896;30458183.20911017;0.0104365024;0.0233367288
54435198;2024-05-19;2024-05-12;(2024 HF);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54435198;23.68;20429.0916067772;29491796.601887587;0.0488151892;0.1091540813
54438500;2024-05-19;2024-05-12;(2024 GH9);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54438500;22.85;58397.3658181004;16706248.917817203;0.0715409951;0.1599705282
54439329;2024-05-19;2024-05-12;(2024 JN);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439329;28.243;11729.573287538;1688815.949390338;0.005969734;0.0133487309
54441089;2024-05-19;2024-05-12;(2024 JL8);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441089;24.667;56026.5587127256;13539966.301729375;0.030985248;0.0692851208
2481052;2024-05-19;2024-05-13;481052 (2005 HD4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2481052;20.61;50628.7254327865;32414003.02261393;0.2007035141;0.4487867009
3684633;2024-05-19;2024-05-13;(2014 QP363);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3684633;20.82;63582.8777331653;29005947.71916688;0.1822027706;0.4074177807
3691712;2024-05-19;2024-05-13;(2014 SD304);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3691712;25.1;16629.1880013524;41246392.59938401;0.0253837029;0.0567596853
3752567;2024-05-19;2024-05-13;(2016 HD19);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3752567;18.89;135006.4429874104;45083945.76620719;0.4431543091;0.9909231597
3774612;2024-05-19;2024-05-13;(2017 JF3);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3774612;21.74;82016.0660675552;60916411.71645538;0.1192765246;0.2667104172
3781414;2024-05-19;2024-05-13;(2017 RX2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3781414;26.55;43743.761245094;74665801.57237646;0.013018321;0.0291098508
3785686;2024-05-19;2024-05-13;(2017 TG2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3785686;21.67;115821.2115115114;68017057.29257204;0.1231841913;0.2754482254
3825489;2024-05-19;2024-05-13;(2018 MG7);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3825489;21.39;43330.5161287196;67695103.88683957;0.1401376972;0.3133574171
3840758;2024-05-19;2024-05-13;(2019 GA);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3840758;23.6;43220.0715158045;49542929.51723568;0.0506471459;0.1132504611
54278350;2024-05-19;2024-05-13;(2022 JQ1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54278350;26.21;28091.9503265931;26062599.8282564;0.0152249185;0.0340439527
54340430;2024-05-19;2024-05-13;(2023 BU7);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54340430;30.71;38138.4395785375;48515495.3403388;0.0019167037;0.0042858797
2620097;2024-05-19;2024-05-13;620097 (2016 HD19);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2620097;18.89;135006.4430553697;45083945.81108655;0.4431543091;0.9909231597
54415862;2024-05-19;2024-05-13;(2023 XN7);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54415862;21.88;52829.3037851291;70324451.84749465;0.1118291378;0.250057554
54439889;2024-05-19;2024-05-13;(2024 JB2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439889;23.278;63772.6229501306;4437004.742209363;0.0587428451;0.1313529947
54440320;2024-05-19;2024-05-13;(2024 JO3);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54440320;24.771;33323.6301070381;9045238.667868394;0.0295362242;0.0660450052
54441264;2024-05-19;2024-05-13;(2024 JP10);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441264;23.563;91173.9053185938;7198981.103038642;0.0515175233;0.1151966842
54441269;2024-05-19;2024-05-13;(2024 JQ12);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441269;28.442;10662.2434290723;1789650.134736001;0.0054469699;0.012179795
54441876;2024-05-19;2024-05-13;(2024 JP16);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441876;26.381;19385.7051094572;4724590.341116533;0.0140719725;0.031465887
2478784;2024-06-02;2024-05-29;478784 (2012 UV136);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2478784;25.6;41072.8285341367;38689550.52261779;0.0201629919;0.0450858206
3092479;2024-06-02;2024-05-29;(2001 VH5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3092479;21.18;51223.8597135088;47715852.05987628;0.1543671822;0.3451755128
3472549;2024-06-02;2024-05-29;(2009 UK20);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3472549;26.3;12712.1048840399;23883789.100615326;0.0146067964;0.0326617897
3827311;2024-06-02;2024-05-29;(2018 RY1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3827311;24.44;25376.0645244742;48449174.47566659;0.0343997255;0.0769201245
3835821;2024-06-02;2024-05-29;(2018 UA3);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3835821;23.6;88941.6619267972;62884754.50229493;0.0506471459;0.1132504611
54017117;2024-06-02;2024-05-29;(2020 KN1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54017117;22.98;42955.7523834949;41059740.11489393;0.067383719;0.1506745763
54153135;2024-06-02;2024-05-29;(2021 LV);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54153135;27.92;55968.1373193214;4608600.335722022;0.0069271561;0.015489592
54194359;2024-06-02;2024-05-29;(2021 RJ6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54194359;26.66;22319.3031048527;14098881.372201232;0.0123752784;0.0276719637
